web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1740018551-8136","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-150m-yoff-onomo-4818447","4","4","150","Yoff, Dakar, Sénégal"
"1740018553-8137","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-zone-de-recasement-4822520","4","2","105 m2","Yoff, Dakar, Sénégal"
"1740018556-8138","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4819172","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018558-8139","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4864723","3","2","150 m2","Mariste, Dakar, Sénégal"
"1740018561-8140","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-keur-massar-4865001","4","2","200","Keur Massar, Sénégal"
"1740018563-8141","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-guediawaye-4865382","4","3","122","Guediawaye, Dakar, Sénégal"
"1740018565-8142","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-point-e-4865824","3","4","190","Point E, Dakar, Sénégal"
"1740018568-8143","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-cite-cheikh-amar-4865861","5","4","150 m2","Mamelles, Dakar, Sénégal"
"1740018570-8144","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4821713","4","3","","Mamelles, Dakar, Sénégal"
"1740018573-8145","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mariste-4866424","3","2","80","Mariste, Dakar, Sénégal"
"1740018575-8146","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-4823393","3","2","","Mamelles, Dakar, Sénégal"
"1740018577-8147","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4823448","2","","","Ouakam, Dakar, Sénégal"
"1740018580-8148","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4823436","4","3","","Mamelles, Dakar, Sénégal"
"1740018586-8149","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4867509","5","4","500","Almadies, Dakar, Sénégal"
"1740018589-8150","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4867527","4","3","140","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018591-8151","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-diamalaye-2-4868616","2","2","184","Diamalaye 2, Dakar, Sénégal"
"1740018594-8152","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4825249","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018596-8153","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-4825357","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018598-8154","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-yoff-4869290","4","4","190","Yoff, Dakar, Sénégal"
"1740018601-8155","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-4819602","3","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018603-8156","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-4819627","3","2","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018606-8157","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-rufisque-4869372","2","3","","Rufisque, Sénégal"
"1740018608-8158","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4821858","4","","","Mamelles, Dakar, Sénégal"
"1740018610-8159","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4821845","4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018613-8160","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-studio-sacre-coeur-1-4830018","2","2","100","Sacré-Coeur, Dakar, Sénégal"
"1740018615-8161","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-sacre-cur-3-vdn-4822853","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018618-8162","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-almadies-4870650","7","3","113","Almadies, Dakar, Sénégal"
"1740018620-8163","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-extension-4870685","4","5","","Sacré-Coeur, Dakar, Sénégal"
"1740018623-8164","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-4870937","3","1","70","Ouakam, Dakar, Sénégal"
"1740018625-8165","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-a-la-cite-biagui-yoff-4827162","4","3","","Yoff, Dakar, Sénégal"
"1740018627-8166","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yoff-ocean-4827170","4","3","250","Yoff, Dakar, Sénégal"
"1740018630-8167","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-a-zac-mbao-4871308","3","1","80","Rufisque, Sénégal"
"1740018632-8168","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-dakar-plateau-4871414","2","1","60","Dakar Plateau, Dakar, Sénégal"
"1740018635-8169","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-4830576","3","4","160","Mamelles, Dakar, Sénégal"
"1740018637-8170","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-4830583","3","5","167","Ngor, Dakar, Sénégal"
"1740018639-8171","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-4871503","5","5","170","Yoff, Dakar, Sénégal"
"1740018642-8172","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-parcelles-assainies-4871826","3","2","75","Parcelle Assainies, Dakar, Sénégal"
"1740018644-8173","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-cite-keur-gorgui-4871837","3","3","","Dakar, Sénégal"
"1740018647-8174","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4827902","4","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018649-8175","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-sicap-foire-4824057","4","3","","Sicap foire, Dakar, Sénégal"
"1740018652-8176","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-2-pieces-cite-keur-gorgui-4828359","2","2","123","Sacré-Coeur, Dakar, Sénégal"
"1740018654-8177","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-sacre-coeur-4872561","7","4","1","Sacré-Coeur, Dakar, Sénégal"
"1740018656-8178","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-cur-4872578","4","3","","Sacré-Coeur, Dakar, Sénégal"
"1740018659-8179","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-cite-air-afrique-4872771","4","1","","Guediawaye, Dakar, Sénégal"
"1740018661-8180","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4872968","3","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018664-8181","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-point-e-4873119","3","2","89","Point E, Dakar, Sénégal"
"1740018666-8182","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouest-foire-4873181","2","1","90","Ouest Foire, Dakar, Sénégal"
"1740018668-8183","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4873185","3","1","80","Mamelles, Dakar, Sénégal"
"1740018671-8184","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-parcelle-assainie-u26-4863546","4","3","","Parcelle Assainies, Dakar, Sénégal"
"1740018673-8185","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-sipres-4863558","3","3","","Dakar, Sénégal"
"1740018676-8186","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-cite-keur-gorgui-4863575","4","4","","Dakar, Sénégal"
"1740018678-8187","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-cur-3-4853706","4","3","","Dakar, Sénégal"
"1740018681-8188","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-bourguiba-4867656","3","3","","Dakar, Sénégal"
"1740018683-8189","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-grand-standing-4-pieces-mamelles-4867679","4","3","","Dakar, Sénégal"
"1740018685-8190","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-5-pieces-cite-biagui-4867689","5","3","","Dakar, Sénégal"
"1740018688-8191","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-hlm-grand-medine-4863677","4","4","","Dakar, Sénégal"
"1740018690-8192","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-baobab-4863695","2","2","","Dakar, Sénégal"
"1740018693-8193","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-liberte-6-4863720","3","3","","Dakar, Sénégal"
"1740018695-8194","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-2-pieces-almadies-4873689","2","1","78","Almadies, Dakar, Sénégal"
"1740018697-8195","https://sn.coinafrique.com/categorie/appartements?page=022","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-6-4873709","3","1","80","Rufisque, Sénégal"
